can_smiles_solute,can_smiles_solvent,DGsolv,index,Exp_or_QM,Train/Valid/Test,predicted
c1cc2c3c(cccc3c1)CC2,CCCCCCCCCCO,-8.8,22723,Exp,Train,-8.842397
CC(=O)O,Nc1ccccc1,-6.3,2694,Exp,Train,-6.1633673
C[N+](=O)[O-],O=C1CCCO1,-5.44,14409,Exp,Train,-5.385359
O=C(Cl)CCl,O=C(Cl)CCl,-5.41,18692,Exp,Train,-5.3815923
c1ccc2ccccc2c1,CCCCOC(C)=O,-7.59,23354,Exp,Train,-7.5854073
S=C=S,O=C1CCCCC1,-3.31,22491,Exp,Train,-3.3413255
CCCCCC,CCCCCCOC(C)=O,-3.61,7766,Exp,Train,-3.5889764
O=C(C(=O)c1ccccc1)c1ccccc1,O,-6.64,18626,Exp,Train,-6.580227
CCC#N,CCCCCCC,-2.86,5655,Exp,Train,-2.859308
C=CC(C)C,CCCCCCC,-2.96,1579,Exp,Train,-2.9692228
O=C(O)c1ccccc1O,C1CCOC1,-10.78,19874,Exp,Train,-10.859574
C=CCCCC,N#Cc1ccccc1,-3.15,1904,Exp,Train,-3.1294353
O=Cc1cccc(O)c1,CCOCC,-11.36,20823,Exp,Train,-11.2070465
Cc1cccc(N)c1,Cc1cccc(N)c1,-8.11,15297,Exp,Train,-8.024008
CC(C)CC(C)C,CCCCCCCCCCCCCCCC,-3.86,3868,Exp,Train,-3.8624406
c1ccc2c(c1)ccc1ccccc12,CCCO,-9.96,23230,Exp,Train,-10.005836
BrCBr,CCCCCCCCCCCCCCCC,-3.905,27,Exp,Train,-3.9167929
CC(F)F,CC(C)CO,-1.35,4700,Exp,Train,-1.3463786
O=C(O)CCS,O=C(O)CCS,-9.04,19131,Exp,Train,-8.944563
CC(C)(C)Cl,CCC(O)CO,-2.76,3173,Exp,Train,-2.754919
Clc1ccccc1,CC(C)CCO,-5.12,16605,Exp,Train,-5.1096225
c1cc2ccc3cccc4ccc(c1)c2c34,CCCC(C)CO,-11.53,22770,Exp,Train,-11.57269
COC(=O)c1ccc(O)cc1,NC=O,-12.13,12939,Exp,Train,-12.048945
C=CCCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-3.98,1938,Exp,Train,-3.9950876
C=O,ClC(Cl)Cl,0.12,2211,Exp,Train,0.023547474
Nc1cc([N+](=O)[O-])cc(Cl)c1O,O,-10.15,18092,Exp,Train,-10.137641
C1CCCCC1,N#CCCCCC#N,-2.51,809,Exp,Train,-2.5372567
CN(C)C(=O)Nc1ccc(Cl)cc1,CC(C)O,-13.08,11985,Exp,Train,-13.036286
FC(F)=CCl,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,-1.77,16983,Exp,Train,-1.7490379
CC(C)OC(C)C,CCCCCCCC,-3.84,4433,Exp,Train,-3.7982953
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,O,-12.75,19025,Exp,Train,-12.598565
CCC1CCCCC1,O,2.14,6589,Exp,Train,1.9801561
CC1CCCC1,CNC=O,-2.67,5397,Exp,Train,-2.6875882
CCCCCC,CCCCO,-3.32,7772,Exp,Train,-3.3100836
C=CC(C)(C)C,C=CC(C)(C)C,-3.46,1550,Exp,Train,-3.4469824
CCNCC,C1CCCCC1,-3.61,10613,Exp,Train,-3.6091242
CCOC(=O)CC,CCOCCO,-4.58,10912,Exp,Train,-4.596604
C=CC,Nc1ccccc1,-1.08,1660,Exp,Train,-1.0719559
CC(C)(C)O,ClC(Cl)(Cl)Cl,-3.52,3250,Exp,Train,-3.5015864
O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCOCCO,-12.5,19643,Exp,Train,-12.518507
C1COCCO1,OCc1ccccc1,-5.404999999999999,1051,Exp,Train,-5.3946023
CCC#N,CCCCCCCCCCCCCCCC,-2.74,5657,Exp,Train,-2.7408395
Cc1ccccc1O,ClC(Cl)Cl,-7.55,15626,Exp,Train,-7.50786
S=C=S,CCC(C)=O,-3.1,22474,Exp,Train,-3.1268485
C1CCCCC1,OCCOCCOCCO,-2.26,830,Exp,Train,-2.3674965
CCSCC,ClC(Cl)Cl,-6.4,11561,Exp,Train,-6.325079
Cc1ccccc1C,CCCCCCC,-5.515,15546,Exp,Train,-5.5049925
CCC1CCCCC1,CCCCCCCC,-5.38,6544,Exp,Train,-5.363732
ClCCCl,CCCCCCCC,-3.7,16108,Exp,Train,-3.693682
CC(C)O,CCCCCCCCCCCCCCCC,-2.42,4355,Exp,Train,-2.4191923
CC=C(C)C,CN1CCCC1=O,-2.51,5540,Exp,Train,-2.479426
CCCCCOC(C)=O,CCCCCCCCC,-5.33,9311,Exp,Train,-5.2979836
CCCCCOCCCCC,CCCCCOCCCCC,-6.86,9336,Exp,Train,-6.882924
O,C=CCCCCCCCCCCCCCC,-0.63,18508,Exp,Train,-0.523574
CCC(O)OC(O)CC,CCC(O)OC(O)CC,-9.07,6361,Exp,Train,-9.054914
c1cc2c3c(cccc3c1)CC2,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-9.22,22721,Exp,Train,-9.130532
Cc1ccc(N(O)C(=O)c2ccccc2C)cc1,O,-11.46,14958,Exp,Train,-11.317191
CCCCC,OCc1ccccc1,-2.06,7519,Exp,Train,-2.1129155
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCO,-16.42,8736,Exp,Train,-16.402514
CC1CCCCC1,CC1CCS(=O)(=O)C1,-3.0,5417,Exp,Train,-3.01573
Cc1ccc(O)cc1C,O,-6.51,15070,Exp,Train,-6.254119
[N-]=[N+]=O,ClC(Cl)(Cl)Cl,-0.86,22661,Exp,Train,-0.8540393
C=C,CCCCC,-0.69,1332,Exp,Train,-0.7135354
CCCCCCCO,CCCCC,-5.62,9037,Exp,Train,-5.619672
C,CCCCCCCCCCCCCC,0.36,367,Exp,Train,0.34401086
Cc1ccccc1,NC=O,-3.02,15454,Exp,Valid,-3.1468573
CCC(C)O,Cc1ccccc1C,-4.19,6220,Exp,Valid,-4.0879927
CC(C)CCO,CCCCCCCCCCO,-6.18,4129,Exp,Valid,-6.1826324
CCCCCCO,Cc1ccccc1,-6.12,9136,Exp,Valid,-5.928954
C1=CCCCC1,CN1CCCC1=O,-3.7,594,Exp,Valid,-3.5338602
COC(=O)c1ccccc1,O,-3.91,12963,Exp,Valid,-3.9735823
O=S(=O)(c1ccccc1)c1ccccc1,C1COCCO1,-15.03,21060,Exp,Valid,-14.933465
O=S(=O)(c1ccccc1)c1ccccc1,CCC(C)O,-13.36,21068,Exp,Valid,-13.113904
CCCCCCCCCS,CCCCCCCCCS,-8.09,8937,Exp,Valid,-7.9280477
II,Cc1cccc(C)c1,-6.25,17175,Exp,Valid,-6.1985536
Oc1ccccc1,Cc1ccc(C)cc1,-6.77,22358,Exp,Valid,-6.7662024
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O,-11.32,19386,Exp,Valid,-9.473443
Fc1ccccc1,ClC(Cl)Cl,-4.25,17145,Exp,Valid,-4.776691
CCCCCCCCCCCCCCCCCCCCCC,CC(=O)N(C)C,-14.96,8679,Exp,Valid,-15.152161
CC(C)CCC(C)C,ClC(Cl)Cl,-4.88,4034,Exp,Valid,-4.879361
CCCCCl,CC(C)=O,-4.26,9363,Exp,Valid,-4.2450194
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,Cc1cccc(C)c1,-21.73,23151,Exp,Valid,-19.726307
CCCCC(C)=O,[H]O[H],-3.24,7268,Exp,Valid,-3.1720896
CCC(C)(O)CC,CCC(C)(O)CC,-5.71,5939,Exp,Valid,-5.798747
N#Cc1c(Cl)cccc1Cl,O,-5.22,17309,Exp,Valid,-4.869639
CCCCCCCCCCCCCCCCCCCC,CC(=O)N(C)C,-13.61,8662,Exp,Valid,-13.748619
CCCOP(=O)(OCCC)OCCC,CCCCCCC,-7.5,10155,Exp,Valid,-7.7816195
C1=CCCC=C1,c1ccc(C2CCCCC2)cc1,-4.19,578,Exp,Valid,-4.3882217
C1CCCCC1,ClCCCl,-3.93,800,Exp,Valid,-4.057525
CC(C)=O,CCCCCO,-3.4,3499,Exp,Valid,-3.1847253
C=CCCCC,CCCC#N,-3.2,1880,Exp,Valid,-3.2281036
CCCCC,N#Cc1ccccc1,-2.48,7504,Exp,Valid,-2.450451
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,CCCCCCCCO,-12.89,16393,Exp,Valid,-12.573402
C=CCCCC,CCCCCO,-3.3,1887,Exp,Valid,-3.3381562
O=C(O)c1ccccc1O,CCCO,-10.35,19891,Exp,Valid,-10.46002
COC(=O)C(C)(C)C,O,-2.4,12723,Exp,Valid,-3.9616485
CCCC(=O)OC,CO,-4.84,6742,Exp,Valid,-4.857826
O=[N+]([O-])c1cc[n+]([O-])cc1,CCCCCCCC,-7.13,21291,Exp,Valid,-7.159156
COC(C)(C)C,O,-2.115,13021,Exp,Valid,-1.6376071
C,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,-0.56,355,Exp,Valid,-0.038627353
CCCCC#N,O,-3.49,7130,Exp,Valid,-3.2996883
CC(C)C(C)C(C)C,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.34,3656,Exp,Valid,-3.2637985
CCC(C)CC,CCC(C)CC,-3.93,6155,Exp,Valid,-3.9120455
C1CCOC1,CC(C)O,-4.01,896,Exp,Valid,-3.9467218
CCI,ClC(Cl)Cl,-4.44,10345,Exp,Valid,-4.370097
C=CCCCC,OCCOCCO,-1.73,1914,Exp,Valid,-1.7642939
C1=CCCCC1,CCC(C)=O,-4.0,585,Exp,Valid,-4.053169
CCS,OCCOCCOCCOCCO,-2.7,11539,Exp,Valid,-1.9806672
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,CCOC(C)=O,-12.84,19427,Exp,Valid,-13.242692
CCCCCC(=O)OC,CC(C)c1ccccc1,-6.19,7614,Exp,Valid,-6.18366
C=CC=C,CC1COC(=O)O1,-1.97,1708,Exp,Valid,-1.8159591
CC#N,Clc1ccccc1,-3.74,2260,Exp,Valid,-3.776087
COC,CC(C)(C)O,-2.25,13123,Exp,Valid,-2.36994
O,CNC(C)=O,-5.8,18550,Exp,Valid,-4.895347
CCCCCC=O,O,-2.74,7887,Exp,Valid,-2.8033412
C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,COC(C)=O,-27.41,1236,Exp,Valid,-27.543434
Cc1ccccc1C,Cc1ccccc1C,-5.95,15554,Exp,Valid,-5.82839
CCCCCCCCCCCCCCCCCCCC,CCC(C)=O,-12.62,8664,Exp,Valid,-12.597783
CCCCCO,CCCCCCCC,-4.185,9250,Exp,Valid,-4.1522336
Cc1cc(O)ccc1[N+](=O)[O-],CCCCOCCCC,-12.11,14767,Exp,Valid,-11.079866
N#Cc1cc(Br)c(O)c(Br)c1,C1CCCCC1,-6.83,17314,Exp,Valid,-9.92361
CCOC(=O)CC,CCCCCCCCCCCCCCCC,-3.91,10909,Exp,Valid,-3.913045
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,NC=O,-16.14,19934,Exp,Valid,-16.252203
c1ccoc1,CCCCN(C=O)CCCC,-3.27,23565,Exp,Valid,-3.3110127
CC(F)F,CC(C)O,-1.5,4701,Exp,Valid,-1.4275362
CCCCCC,CCCCCCCCCCCCCC,-3.6,7757,Exp,Valid,-3.7136083
[N-]=[N+]=O,CCCO,-0.59,22657,Exp,Valid,-0.5185942
ClCCOCOCCCl,ClCCOCOCCCl,-8.23,16145,Exp,Valid,-7.7717485
CCOC=O,CCCCCCCCCCCCCCCC,-2.57,11197,Exp,Valid,-2.6213133
CCC1CCCCC1,S=C=S,-5.65,6601,Exp,Valid,-5.708838
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,CCCCCCCCO,-13.0,21114,Exp,Valid,-16.237804
C(=Cc1ccccc1)c1ccccc1,CC(C)CCCC(C)CCO,-10.04,301,Exp,Valid,-10.068993
COC(=O)c1ccc(I)cc1,CN(C)C=O,-10.71,12907,Exp,Valid,-9.972652
CCC(C)O,Clc1ccccc1,-4.26,6221,Exp,Valid,-4.2537174
CCCCCCC,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.98,8047,Exp,Valid,-3.0145512
Nc1ccccc1,CCCCCCCC,-4.84,18353,Exp,Valid,-5.217835
FS(F)(F)(F)(F)F,CC#N,0.25,17062,Exp,Valid,0.6717786
CCCCc1ccccc1,CCO,-5.72,9826,Exp,Valid,-5.9304914
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,CCCCOC(C)=O,-13.06,19499,Exp,Valid,-12.568006
CCCCC,C=CCCCCCC,-3.24,7406,Exp,Valid,-3.2187088
Cc1cccs1,Cc1cccs1,-5.3,15680,Exp,Valid,-5.261348
CCCC(=O)OCC,CCCC(=O)OCC,-5.35,6749,Exp,Valid,-5.346926
O=C(O)c1cccc([N+](=O)[O-])c1,CCOCC,-12.05,19754,Exp,Valid,-12.037168
O=C([O-])c1ccccc1,O,-3.82,20069,Exp,Valid,-5.150524
C1COCCO1,Cc1cccc(C)n1,-4.91,1025,Exp,Valid,-4.8880033
[N-]=[N+]=O,CCCCCCCCCC,-0.49,22650,Exp,Valid,-0.35519034
O=[N+]([O-])c1cccc2ccccc12,CCC(C)O,-9.94,21467,Exp,Valid,-9.446769
CC(N)=O,CCOCC,-6.16,4728,Exp,Valid,-6.6705046
O=[N+]([O-])c1cccc2ccccc12,CCCCCCCCCCO,-9.94,21474,Exp,Valid,-9.681152
C1COCCO1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-3.8,982,Exp,Valid,-3.8104444
C1CCOC1,CCCCCl,-4.19,903,Exp,Valid,-4.1932464
c1ccccc1,ClC(Cl)C(Cl)Cl,-4.59,23481,Exp,Valid,-4.5869803
O,CCOC(C)=O,-4.26,18546,Exp,Valid,-4.2156525
CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,-9.57,7297,Exp,Valid,-9.136117
C=C(C)C(=O)OCC(C)C,C=C(C)C(=O)OCC(C)C,-6.14,1115,Exp,Valid,-6.2135167
CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,-5.71,10899,Exp,Valid,-5.688828
O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCCO,-12.02,19635,Exp,Valid,-11.940195
C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CCOC(C)=O,-27.84,1234,Exp,Valid,-27.455446
FC(C(F)(F)F)C(F)(F)F,CCCCCCCCO,-1.12,16765,Exp,Valid,-0.42095447
O=C(O)c1cc(O)c(O)c(O)c1,CCO,-19.75,19354,Exp,Valid,-18.541908
CCCCO,CC(C)CO,-6.13,9523,Exp,Valid,-6.114354
C#CC=C,O,0.04,194,Exp,Valid,-0.5409248
c1ccc(-c2ccccc2)cc1,Clc1ccccc1,-9.26,22865,Exp,Valid,-9.538958
Clc1cccc(Cl)c1Cl,CCCCCCCCO,-7.08,16568,Exp,Valid,-6.722702
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,CCC(C)O,-18.12,19766,Exp,Valid,-17.580824
CCCCC,COc1ccccc1,-2.76,7481,Exp,Valid,-2.779817
O=Cc1ccc(O)cc1,CCCCCC,-9.18,20785,Exp,Valid,-6.505145
CC(C)CCC(C)C,CCN(CC)CC,-4.89,4015,Exp,Valid,-4.9195085
C=CC(=C)C,CNC(C)=O,-2.74,1452,Exp,Valid,-2.7834477
Cn1c(=O)c2c(ncn2C)n(C)c1=O,O,-12.64,16689,Exp,Valid,-10.86167
Cc1cccc(O)c1,CCCCCCCCCCCCCCCC,-5.82,15315,Exp,Valid,-5.664196
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,O,-6.49,8900,Exp,Valid,-6.6309814
CCCCCl,CCCCCCCCO,-3.71,9374,Exp,Valid,-3.557917
COc1ccccc1,CCCCCCCCO,-5.465,13956,Exp,Valid,-5.276409
CCCC(C)C,CN(C)P(=O)(N(C)C)N(C)C,-2.88,6911,Exp,Valid,-2.7982132
C1=CCCCC1,CNC=O,-3.26,597,Exp,Valid,-3.1974962
C1CCC(NC2CCCCC2)CC1,C1CCC(NC2CCCCC2)CC1,-8.79,653,Exp,Valid,-10.061865
Cc1ccccc1C,O=Cc1ccco1,-5.37,15562,Exp,Valid,-5.526836
CC,OCc1ccccc1,-0.28,4920,Exp,Valid,-0.26763016
Oc1ccccc1Br,CCCCCCC,-6.49,22374,Exp,Valid,-6.409272
CO,CC(C)=O,-4.13,12620,Exp,Valid,-4.1114573
Cc1ccc(CO)cc1,O,-7.12,14938,Exp,Valid,-6.1535573
CCC(=O)O,CC(C)CO,-6.98,5718,Exp,Valid,-7.0050697
CCCC(=O)O,Cc1ccccc1C,-5.3,6729,Exp,Valid,-5.012922
CCO,CC[N+](=O)[O-],-3.98,10737,Exp,Valid,-4.6687465
CCC,CCCCCCC,-1.77,6392,Exp,Valid,-1.794601
CCCCCO,CCCCCCCCO,-6.385,9256,Exp,Valid,-6.3133183
Brc1ccccc1,ClC(Cl)Cl,-6.07,107,Exp,Valid,-5.822323
CCCCC,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-2.65,7429,Exp,Valid,-2.550839
C=C(C)C(=O)OC,O,-2.53,1111,Exp,Valid,-3.8001475
COc1ccc(C=O)cc1O,O,-9.04,13724,Exp,Valid,-7.786783
CC(Cl)(Cl)Cl,CC(C)=O,-4.23,4639,Exp,Valid,-4.4013333
Cc1ccccc1,CCCC#N,-5.01,15388,Exp,Valid,-5.0708055
CCO,Fc1c(F)c(F)c(F)c(F)c1F,-2.79,10768,Exp,Valid,-3.076249
CCCO,CCCCCC(C)C,-3.0,9968,Exp,Valid,-3.0239272
Cc1ccccc1,OCCOCCOCCOCCO,-3.99,15468,Exp,Valid,-3.9808035
Cc1ccccc1,C=CCCCCCCCCCCCCCC,-4.57,15368,Exp,Valid,-4.5282907
C1=CCCCC1,c1ccc2c(c1)CCCC2,-4.28,609,Exp,Valid,-4.245495
CCCCCBr,O,-0.09,7571,Exp,Valid,-0.14849311
O=[N+]([O-])c1cccc2ccccc12,CC(C)CCO,-9.67,21463,Exp,Valid,-9.70113
C1CCCCC1,N#Cc1ccccc1,-3.54,812,Exp,Valid,-3.5265114
CC(C)C(C)(C)C,CC(C)C(C)(C)C,-4.22,3584,Exp,Valid,-4.173181
CCCO,Cc1ccccc1C,-3.57,10000,Exp,Valid,-3.7559545
CCCCC,CN1CCCC1=O,-2.18,7472,Exp,Valid,-2.0469933
CCCCCOCCCCC,CCCCCCCCO,-6.46,9335,Exp,Valid,-6.567701
Cc1ccccc1C(C)C,O,-0.82,15540,Exp,Valid,-0.68633515
Oc1ccc(Cl)cc1,CCCCCCC,-6.89,22224,Exp,Valid,-6.8193955
O=c1c2ccccc2sc2ccccc12,COC(C)(C)C,-11.92,21683,Exp,Valid,-12.229948
O=S(=O)(c1ccccc1)c1ccccc1,CCCCCC,-11.77,21070,Exp,Valid,-11.76037
CCc1ccccc1,C1CCCCC1,-4.97,11765,Exp,Valid,-5.5112796
CCCCCCCCC,CCCCCCCC,-5.98,8370,Exp,Valid,-5.9365506
CCCOCCOCCOCCO,CCCOCCOCCOCCO,-10.1,10146,Exp,Valid,-9.923588
CCCCCCCC,Cc1cccnc1C,-4.88,8226,Exp,Valid,-4.7841325
[N-]=[N+]=O,CCCCCCCCO,-0.45,22652,Exp,Valid,-0.41188437
CCCCO,CCCCCCCCCCCC,-3.47,9538,Exp,Valid,-3.5807638
Cc1cccnc1,CCCCO,-6.41,15671,Exp,Valid,-6.270893
CCCOC(=O)CCC,O,-2.28,10025,Exp,Valid,-2.3994071
CC(C)CC(C)C,CCOCC,-4.19,3879,Exp,Valid,-4.2391787
Cc1cccc(O)c1,CCCCCC,-5.84,15312,Exp,Valid,-5.1383405
CCCCCCCCCCCCCCCCCCCCCCC,CC(C)=O,-13.42,8692,Exp,Valid,-14.7937765
CI,CCCCO,-3.04,11921,Exp,Valid,-3.226717
CCCCCCC,OCc1ccccc1,-3.24,8075,Exp,Valid,-3.2327785
Cc1ccccc1,[H]O[H],-0.99,15473,Exp,Valid,-0.86425024
CCCCCC,NCCN,-1.85,7829,Exp,Valid,-0.74068505
c1ccc2c(c1)sc1ccccc12,CC(=O)N(C)C,-11.53,23254,Exp,Valid,-11.052306
CCC(CC)(CC)CC,CCC(CC)(CC)CC,-5.7,6270,Exp,Valid,-5.668229
C=C(C)CC,C=C(C)CC,-3.34,1251,Exp,Valid,-3.2736878
O=[N+]([O-])c1ccccc1O,Cc1cccc(C)c1,-7.73,21515,Exp,Valid,-8.1068325
CCCCl,CCOC(C)=O,-3.68,9852,Exp,Valid,-3.6867604
O=C(O)c1ccc(O)cc1,CCOCC,-10.85,19588,Exp,Valid,-10.727519
CC(CO)CO,CC(CO)CO,-9.34,4622,Exp,Valid,-8.645965
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,CCOC(C)=O,-14.2,20575,Exp,Valid,-14.215021
CCCCOCCOCCOCCCC,CCCCOCCOCCOCCCC,-8.81,9739,Exp,Valid,-9.555993
O=C(O)c1cccc(Cl)c1,CCCCCCCO,-10.47,19706,Exp,Valid,-10.44963
N#CCN,N#CCN,-6.95,17276,Exp,Valid,-9.31112
O=C=O,CCC(C)=O,-0.98,20620,Exp,Valid,-1.0651008
O=C(O)c1cccc(C(=O)O)c1,CC(C)O,-13.75,19682,Exp,Valid,-13.61228
NC(=O)c1ccccc1O,CC(C)(C)O,-12.07,17612,Exp,Valid,-12.127159
O=C(c1ccccc1)C(O)c1ccccc1,Cc1ccc(C)cc1,-14.97,20110,Exp,Valid,-14.97407
CCCCCCC,CCCCCCCCC,-4.57,7993,Exp,Valid,-4.54377
CCOC(=O)CC,[H]O[H],-2.8,10917,Exp,Valid,-2.6330924
ClC(Cl)c1ccccc1,ClC(Cl)c1ccccc1,-7.43,16011,Exp,Valid,-7.5524325
CCC(O)C(C)C,CCCCCCCC,-4.72,6345,Exp,Valid,-4.854419
CCCCCOC(C)=O,C1CCC2CCCCC2C1,-5.44,9301,Exp,Valid,-5.262315
CCCCCCC(=O)O,O,-6.12,7900,Exp,Valid,-6.11419
CCCCOC(C)=O,CCCCOC(C)=O,-5.555,9667,Exp,Valid,-5.381856
CC=C(C)C,CC(C)(C)O,-3.22,5532,Exp,Valid,-2.625579
C1CC1,CC(C)O,-1.58,641,Exp,Valid,-1.6086726
CCCC(=O)O,CCCCCCCCO,-7.58,6721,Exp,Valid,-7.4609933
O=C(O)c1ccccc1O,CCCCCCO,-10.19,19886,Exp,Valid,-10.290913
O=S(=O)(c1ccccc1)c1ccccc1,CC(C)CCO,-13.14,21063,Exp,Valid,-13.099113
C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,O,-14.17,1239,Exp,Valid,-16.804926
CCO,CCN(CC)C(C)=O,-5.06,10725,Exp,Valid,-4.99985
CCCCCO,CCOC(C)=O,-6.13,9263,Exp,Valid,-6.2743363
[N]=O,Cc1ccccc1,0.76,22681,Exp,Valid,0.92562526
c1ccc2c(c1)Nc1ccccc1S2,CCC(C)O,-12.82,23120,Exp,Valid,-12.624259
c1ccncc1,CCCCCCC,-4.28,23543,Exp,Valid,-4.0436745
CC1=CC(=O)CC(C)(C)C1,O,-5.18,5221,Exp,Valid,-2.8285146
[H][H],C=CCCCCCC,1.36,22560,Exp,Valid,1.4177732
Cc1ccncc1C,CCCCCCCCCCCCCCCC,-2.58,15703,Exp,Valid,-5.2816777
CCCc1ccccc1,CCCCCCCCO,-5.58,10242,Exp,Valid,-5.3725276
FS(F)(F)(F)(F)F,CCCO,0.18,17089,Exp,Valid,0.17715326
O=[N+]([O-])c1cc(Cl)ccc1Cl,CCCCCO,-8.23,21248,Exp,Valid,-8.158249
CCCCCC(=O)OC,CCCCc1ccccc1,-6.09,7624,Exp,Valid,-6.0812516
CC(O)COC(C)(C)C,CC(O)COC(C)(C)C,-6.25,4810,Exp,Valid,-6.4443216
CCCC(C)C,CC#N,-2.5,6869,Exp,Valid,-2.4891987
OCC(O)CO,OCC(O)CO,-12.5,21896,Exp,Valid,-14.034467
c1ccc2c(c1)Cc1ccccc1O2,CC(C)CO,-9.24,23054,Exp,Valid,-9.361486
O=[N+]([O-])c1cc[n+]([O-])cc1,CCCCCC,-7.08,21289,Exp,Valid,-7.052686
CCSSCC,O,-1.585,11575,Exp,Valid,-3.1977477
C=C1CC=C(C(C)C)CC1,O,0.05,1396,Exp,Valid,0.13686964
ClC(Cl)(Cl)Cl,CCCCCCCCCCCCCC,-3.8,15877,Exp,Valid,-3.9112542
CCCCCSCC,CCCCCSCC,-6.61,9344,Exp,Valid,-6.3788257
CCc1ccc(CC)cc1,CC(C)(C)O,-6.3,11693,Exp,Valid,-6.2489066
O=c1c2ccccc2sc2ccccc12,CCCCOCCO,-12.4,21676,Exp,Valid,-12.327311
COc1ccccc1C(=O)O,CCCCCO,-10.95,13997,Exp,Valid,-10.827967
CCCCl,CCCCCCCC,-3.22,9845,Exp,Valid,-3.2248096
O=C(O)c1ccccc1[N+](=O)[O-],CCCCCCCCO,-12.48,19912,Exp,Valid,-11.890011
C1CCCCC1,Cc1cccc(O)c1,-3.42,793,Exp,Valid,-3.4994812
Oc1cccc2ccccc12,CCCCCC,-8.71,22314,Exp,Valid,-8.650077
CCCCCCC,CCOCC,-4.66,8020,Exp,Valid,-4.6829257
O=CN1CCOCC1,O=CN1CCOCC1,-9.05,20705,Exp,Valid,-7.6626945
CC(=O)Nc1ccc(O)cc1,CN(C)C=O,-17.31,2605,Exp,Valid,-15.603653
CCC1CCCCC1,OCCCCCO,-3.47,6594,Exp,Valid,-3.4419267
CCCCCCC(C)O,CCCCCCC(C)O,-7.74,7930,Exp,Valid,-7.489118
C1CCCCC1,CCC#N,-3.57,724,Exp,Valid,-3.6309056
BrC(Br)Br,CCCCC,-4.83,12,Exp,Valid,-4.8830543
CCCCCCO,CCOC(C)=O,-6.92,9133,Exp,Valid,-7.0107675
O=[N+]([O-])c1ccccc1,CCCCCCC,-6.14,21493,Exp,Valid,-6.17792
FC(F)F,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,-0.46,17013,Exp,Valid,-0.5627484
CCCCCCCCCO,CO,-8.53,8920,Exp,Valid,-8.598736
O=C(O)c1cccc([N+](=O)[O-])c1,CCCCCCCCO,-11.91,19744,Exp,Valid,-11.774791
O=[N+]([O-])c1cc(Cl)ccc1Cl,CC(C)O,-8.07,21236,Exp,Valid,-8.108419
c1ccc2c(c1)Nc1ccccc1S2,CCCC(C)O,-12.83,23122,Exp,Valid,-12.822799
CCSCC,CCCCCCCCO,-4.09,11559,Exp,Valid,-4.2512784
Oc1ccccc1,CCCCCCCC,-5.47,22342,Exp,Valid,-5.3417096
CC(C)CC(C)(C)C,N#CCCOCCC#N,-1.86,3822,Exp,Valid,-1.8041962
Nc1ncnc2nc[nH]c12,O,-17.35,18496,Exp,Valid,-15.347
CCCCCC(C)=O,CCCCCCCCCC,-5.18,7659,Exp,Valid,-5.2280006
O=O,C1COCCO1,1.1,20886,Exp,Valid,0.810103
CCCCCCCC,CS(C)=O,-2.815,8218,Exp,Valid,-2.6951456
CCCCCCCCO,CCCCCCCCO,-8.260000000000002,8968,Exp,Valid,-8.500234
