solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,solvent_iupac_name,m062x,AE,SE
C(=CC(=O)O)C(=O)O,CCO,,-10.83,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)C=CC(=O)O,CCO,O=C(O)C=CC(=O)O.CCO,True,18958,Ethanol,-11.61,0.7799999999999994,0.608399999999999
CCC(C(C)(C)C)O,CCCCCCCCCC,,-4.85,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCC(O)C(C)(C)C,CCCCCCCCCC,CCC(O)C(C)(C)C.CCCCCCCCCC,True,6342,n-Decane,-4.07,0.7799999999999994,0.608399999999999
Clc1ccccc1c2ccccc2Cl,CCCCCCCCO,,-9.41,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccccc1-c1ccccc1Cl,CCCCCCCCO,Clc1ccccc1-c1ccccc1Cl.CCCCCCCCO,True,16593,n-Octanol,-8.63,0.7799999999999994,0.608399999999999
CCC[N+](=O)[O-],CCCCCCC,,-3.97,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCC[N+](=O)[O-],CCCCCCC,CCC[N+](=O)[O-].CCCCCCC,True,10209,Heptane,-4.75,0.7799999999999998,0.6083999999999997
Cc1ccccc1,COCCO,,-4.55,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A12)'"", "" 'CompSol Binary (entry number=22142)'"", "" 'CompSol Binary (entry number=22146)'"", "" 'CompSol Binary (entry number=22147)'""]",Cc1ccccc1,COCCO,Cc1ccccc1.COCCO,True,15432,2-MethoxyEthanol,-3.77,0.7799999999999998,0.6083999999999997
CC(C)CC(C)C,CCCCCCCCCCCCCCCC,,-3.86,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CC(C)CC(C)C,CCCCCCCCCCCCCCCC,CC(C)CC(C)C.CCCCCCCCCCCCCCCC,True,3868,n-Hexadecane,-3.08,0.7799999999999998,0.6083999999999997
CN,C(=O)N(C)C,,-2.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CN,CN(C)C=O,CN.CN(C)C=O,True,12271,"n,n-DiMethylFormamide",-3.44,0.7799999999999998,0.6083999999999997
ClC=C(F)(F),C(=O)N(C)C,,-1.99,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",FC(F)=CCl,CN(C)C=O,FC(F)=CCl.CN(C)C=O,True,16985,"n,n-DiMethylFormamide",-1.21,0.78,0.6084
CCCCCCCI,O,,0.27,10.1016/j.cej.2021.129307,['FreeSolv (entry number=598)'],CCCCCCCI,O,CCCCCCCI.O,True,9024,Water,-0.51,0.78,0.6084
CCCCCCC,C(CO)O,,-1.22,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=5691)', 'CompSol Binary (entry number=5692)', 'CompSol Binary (entry number=5701)', 'CompSol Binary (entry number=5708)', 'CompSol Binary (entry number=5709)', 'CompSol Binary (entry number=5714)', 'CompSol Binary (entry number=5723)']",CCCCCCC,OCCO,CCCCCCC.OCCO,True,8068,"1,2-EthaneDiol",-0.44,0.78,0.6084
CC(C)CCC(C)C,CCCCCCCCC,,-4.79,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=52618)', 'CompSol Binary (entry number=52619)']",CC(C)CCC(C)C,CCCCCCCCC,CC(C)CCC(C)C.CCCCCCCCC,True,4005,n-Nonane,-4.01,0.7800000000000002,0.6084000000000004
CCCCCC,CC(=O)O,,-2.89,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=29517)', 'CompSol Binary (entry number=29518)']",CCCCCC,CC(=O)O,CCCCCC.CC(=O)O,True,7719,AceticAcid,-2.11,0.7800000000000002,0.6084000000000004
CCCC1=CC=CC=C1,CCCCCC,,-5.55,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCCc1ccccc1,CCCCCC,CCCc1ccccc1.CCCCCC,True,10238,n-Hexane,-6.33,0.7800000000000002,0.6084000000000004
COC(=O)c1ccccc1,CC(C)CC(C)(C)C,,-6.71,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A31)'""]",COC(=O)c1ccccc1,CC(C)CC(C)(C)C,COC(=O)c1ccccc1.CC(C)CC(C)(C)C,True,12955,"2,2,4-TriMethylPentane",-5.93,0.7800000000000002,0.6084000000000004
CC(C)C(C)C(C)C,CO,,-3.64,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=46624)', 'CompSol Binary (entry number=46625)']",CC(C)C(C)C(C)C,CO,CC(C)C(C)C(C)C.CO,True,3643,Methanol,-2.86,0.7800000000000002,0.6084000000000004
CC(O)=O,CCCCOC(C)=O,,-6.11,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)O,CCCCOC(C)=O,CC(=O)O.CCCCOC(C)=O,True,2685,ButylEthanoate,-5.33,0.7800000000000002,0.6084000000000004
C(Cl)(Cl)Cl,O1CCCC1,,-5.13,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],ClC(Cl)Cl,C1CCOC1,ClC(Cl)Cl.C1CCOC1,True,15960,TetraHydroFuran,-4.35,0.7800000000000002,0.6084000000000004
CCCOCCC,CCC(=O)C,,-4.37,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CCCOCCC,CCC(C)=O,CCCOCCC.CCC(C)=O,True,10126,Butanone,-5.15,0.7800000000000002,0.6084000000000004
C1=CC(=CC=C1C(=O)O)I,O,,-7.96,10.1016/j.cej.2021.129307,"['Abraham Paper (A13)', 'Abraham Paper (A16)', 'Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc(I)cc1,O,O=C(O)c1ccc(I)cc1.O,True,19560,Water,-7.18,0.7800000000000002,0.6084000000000004
CCCCCCCCCCCCCCC,O,,4.29,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=68592)'],CCCCCCCCCCCCCCC,O,CCCCCCCCCCCCCCC.O,True,8592,Water,3.51,0.7800000000000002,0.6084000000000004
CCCC(C)C,C1CCCCC1=O,,-3.16,10.1016/j.cej.2021.129307,"['Abraham Paper (A4)', 'CompSol Binary (entry number=36445)', 'CompSol Binary (entry number=36446)']",CCCC(C)C,O=C1CCCCC1,CCCC(C)C.O=C1CCCCC1,True,6937,CycloHexanone,-2.38,0.7800000000000002,0.6084000000000004
C1CCCCCC1,CS(=O)C,,-3.1,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=56980)'],C1CCCCCC1,CS(C)=O,C1CCCCCC1.CS(C)=O,True,849,DiMethylSulfoxide,-2.32,0.7800000000000002,0.6084000000000004
C1=CC=C2C=C3C=CC=CC3=CC2=C1,CC(C)OC(C)C,,-10.48,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],c1ccc2cc3ccccc3cc2c1,CC(C)OC(C)C,c1ccc2cc3ccccc3cc2c1.CC(C)OC(C)C,True,23277,DiIsoPropylEther,-9.7,0.7800000000000011,0.6084000000000018
C1=CC=C(C(=C1)C(=O)N)O,c1ccccc1F,,-10.61,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],NC(=O)c1ccccc1O,Fc1ccccc1,NC(=O)c1ccccc1O.Fc1ccccc1,True,17641,FluoroBenzene,-11.39,0.7800000000000011,0.6084000000000018
C1COCCO1,CCC(C)=O,,-5.015,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.00,C1COCCO1,CCC(C)=O,C1COCCO1.CCC(C)=O,True,988,Butanone,-5.8,0.7850000000000001,0.6162250000000002
c1ccccc1,CCCCCO,,-3.695,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.17,c1ccccc1,CCCCCO,c1ccccc1.CCCCCO,True,23448,1-Pentanol,-4.48,0.7850000000000006,0.6162250000000009
CCCCCCCCCCCCCCCCCCCCCCCC,CO,,-12.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCCCCCCCCCCCCCCCCCCCCCCC,CO,CCCCCCCCCCCCCCCCCCCCCCCC.CO,True,8714,Methanol,-11.49,0.7899999999999991,0.6240999999999987
C1=CC(=CC=C1C(=O)O)Cl,CCCO,,-10.11,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCCO,O=C(O)c1ccc(Cl)cc1.CCCO,True,19537,1-Propanol,-9.32,0.7899999999999991,0.6240999999999987
C1=CC=C2C=C3C=CC=CC3=CC2=C1,CCCO,,-10.04,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",c1ccc2cc3ccccc3cc2c1,CCCO,c1ccc2cc3ccccc3cc2c1.CCCO,True,23303,1-Propanol,-9.25,0.7899999999999991,0.6240999999999987
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,O,,-24.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A27)', 'Abraham Paper (A27)']",Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,O,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1.O,True,18482,Water,-25.07,0.7899999999999991,0.6240999999999987
C1=CC=CC=C1,CCCCCCCCCCCC,,-3.85,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=38181)', 'CompSol Binary (entry number=38182)', 'CompSol Binary (entry number=38183)']",c1ccccc1,CCCCCCCCCCCC,c1ccccc1.CCCCCCCCCCCC,True,23438,n-Dodecane,-4.64,0.7899999999999996,0.6240999999999993
s1cccc1,CCCCCCCCCCCCCCCC,,-4.01,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,c1ccsc1,CCCCCCCCCCCCCCCC,c1ccsc1.CCCCCCCCCCCCCCCC,True,23572,n-Hexadecane,-3.22,0.7899999999999996,0.6240999999999993
CC(C)CCC(C)C,CCCCO,,-4.1,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=8515)', 'CompSol Binary (entry number=8516)']",CC(C)CCC(C)C,CCCCO,CC(C)CCC(C)C.CCCCO,True,4011,1-Butanol,-3.31,0.7899999999999996,0.6240999999999993
CC(C)Cc1cnccn1,O,,-5.04,10.1016/j.cej.2021.129307,['FreeSolv (entry number=134)'],CC(C)Cc1cnccn1,O,CC(C)Cc1cnccn1.O,True,4286,Water,-5.83,0.79,0.6241000000000001
CC(C)C1=CC=CC=C1,CC(=O)C,,-5.89,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC(C)c1ccccc1,CC(C)=O,CC(C)c1ccccc1.CC(C)=O,True,4531,Acetone,-6.68,0.79,0.6241000000000001
C1=CC=C(C(=C1)[N+](=O)[O-])O,CCCCCCC,,-6.49,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],O=[N+]([O-])c1ccccc1O,CCCCCCC,O=[N+]([O-])c1ccccc1O.CCCCCCC,True,21511,Heptane,-5.7,0.79,0.6241000000000001
CCOC(C)O,O,,-6.7,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)']",CCOC(C)O,O,CCOC(C)O.O,True,11167,Water,-5.91,0.79,0.6241000000000001
CCCCCCCO,CCCCOC(C)=O,,-7.14,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCCCO,CCCCOC(C)=O,CCCCCCCO.CCCCOC(C)=O,True,9048,ButylEthanoate,-6.35,0.79,0.6241000000000001
CCCC,NC=O,,-0.12,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCCC,NC=O,CCCC.NC=O,True,7054,Formamide,0.67,0.79,0.6241000000000001
CCCC(O)=O,CCOCC,,-7.32,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCC(=O)O,CCOCC,CCCC(=O)O.CCOCC,True,6726,DiethylEther,-6.53,0.79,0.6241000000000001
C1COCCO1,CCCCCCCCO,,-4.89,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C1COCCO1,CCCCCCCCO,C1COCCO1.CCCCCCCCO,True,997,n-Octanol,-5.68,0.79,0.6241000000000001
Oc1ccccc1,Cc1ccccc1,,-6.93,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Oc1ccccc1,Cc1ccccc1,Oc1ccccc1.Cc1ccccc1,True,22360,Toluene,-6.14,0.79,0.6241000000000001
CC(C)CCC(C)C,CC(=O)OCCCC,,-4.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)', 'CompSol Binary (entry number=29778)']",CC(C)CCC(C)C,CCCCOC(C)=O,CC(C)CCC(C)C.CCCCOC(C)=O,True,4012,ButylEthanoate,-3.67,0.79,0.6241000000000001
FC(F)(Cl)C(F)(Cl)Cl,CCCCCCCCO,,-2.54,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,FC(F)(Cl)C(F)(Cl)Cl,CCCCCCCCO,FC(F)(Cl)C(F)(Cl)Cl.CCCCCCCCO,True,16812,n-Octanol,-1.75,0.79,0.6241000000000001
CCCCO,CCCCCO,,-6.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCCCO,CCCCCO,CCCCO.CCCCCO,True,9542,1-Pentanol,-6.86,0.79,0.6241000000000001
C(Cl)(Cl)Cl,CO,,-4.12,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=47753)', 'CompSol Binary (entry number=47764)', 'CompSol Binary (entry number=47782)']",ClC(Cl)Cl,CO,ClC(Cl)Cl.CO,True,15997,Methanol,-4.91,0.79,0.6241000000000001
CCCC(C)C,CNC=O,,-2.24,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=52438)', 'CompSol Binary (entry number=52439)']",CCCC(C)C,CNC=O,CCCC(C)C.CNC=O,True,6914,n-MethylFormamide,-1.45,0.7900000000000003,0.6241000000000004
CCCO[P](=O)(OCCC)OCCC,ClC(Cl)Cl,,-11.11,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCOP(=O)(OCCC)OCCC,ClC(Cl)Cl,CCCOP(=O)(OCCC)OCCC.ClC(Cl)Cl,True,10157,Chloroform,-11.9,0.7900000000000009,0.6241000000000014
C1=CC(=CC=C1C(=O)O)Cl,OCC(C)C,,-10.05,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc(Cl)cc1,CC(C)CO,O=C(O)c1ccc(Cl)cc1.CC(C)CO,True,19522,2-Methyl-1-Propanol,-9.26,0.7900000000000009,0.6241000000000014
CCCCBr,O,,-0.375,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CCCCBr,O,CCCCBr.O,True,7125,Water,-1.17,0.7949999999999999,0.6320249999999998
CO,CCOCC,,-3.495,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.11,CO,CCOCC,CO.CCOCC,True,12659,DiethylEther,-2.7,0.7949999999999999,0.6320249999999998
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,O,,-17.78,10.1016/j.cej.2021.129307,['Abraham Paper (A16)'],Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,O,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1.O,True,14736,Water,-18.58,0.7999999999999972,0.6399999999999955
C(=CC(=O)O)C(=O)O,CCCO,,-10.55,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)C=CC(=O)O,CCCO,O=C(O)C=CC(=O)O.CCCO,True,18956,1-Propanol,-11.35,0.7999999999999989,0.6399999999999983
CC(C)C(C)C(C)C,CCBr,,-5.01,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=34087)'],CC(C)C(C)C(C)C,CCBr,CC(C)C(C)C(C)C.CCBr,True,3612,BromoEthane,-4.21,0.7999999999999998,0.6399999999999997
Cc1cccc(C)c1,ClC(Cl)Cl,,-5.86,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Cc1cccc(C)c1,ClC(Cl)Cl,Cc1cccc(C)c1.ClC(Cl)Cl,True,15235,Chloroform,-6.66,0.7999999999999998,0.6399999999999997
CCC(=O)OC(C)(CCC=C(C)C)C=C,O,,-3.26,10.1016/j.cej.2021.129307,['Abraham Paper (A24)'],C=CC(C)(CCC=C(C)C)OC(=O)CC,O,C=CC(C)(CCC=C(C)C)OC(=O)CC.O,True,1559,Water,-2.46,0.7999999999999998,0.6399999999999997
CCC1CCCCC1,CCCCCCCCCC,,-5.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=37085)', 'CompSol Binary (entry number=37086)']",CCC1CCCCC1,CCCCCCCCCC,CCC1CCCCC1.CCCCCCCCCC,True,6547,n-Decane,-4.48,0.7999999999999998,0.6399999999999997
CCOC(=O)OCC,ClC(Cl)(Cl)Cl,,-5.78,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CCOC(=O)OCC,ClC(Cl)(Cl)Cl,CCOC(=O)OCC.ClC(Cl)(Cl)Cl,True,10997,CarbonTetraChloride,-4.98,0.7999999999999998,0.6399999999999997
CCCC=C,CC#N,,-2.5,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=31293)', 'CompSol Binary (entry number=31294)', 'CompSol Binary (entry number=31295)']",C=CCCC,CC#N,C=CCCC.CC#N,True,1829,Acetonitrile,-3.3,0.7999999999999998,0.6399999999999997
CCCC1=CC=CC=C1,CCCCCCCCCC,,-5.23,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCCc1ccccc1,CCCCCCCCCC,CCCc1ccccc1.CCCCCCCCCC,True,10240,n-Decane,-6.03,0.7999999999999998,0.6399999999999997
C1=CC=CC=C1,CCCCCCCC,,-3.96,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],c1ccccc1,CCCCCCCC,c1ccccc1.CCCCCCCC,True,23435,n-Octane,-4.76,0.7999999999999998,0.6399999999999997
c1ccccc1,CCCCCCC,,-4.0,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,c1ccccc1,CCCCCCC,c1ccccc1.CCCCCCC,True,23434,Heptane,-4.8,0.7999999999999998,0.6399999999999997
C[N+](=O)[O-],CC(=O)OC,,-5.13,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",C[N+](=O)[O-],COC(C)=O,C[N+](=O)[O-].COC(C)=O,True,14381,MethylEthanoate,-5.93,0.7999999999999998,0.6399999999999997
CNC,c1ccccc1,,-3.01,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CNC,c1ccccc1,CNC.c1ccccc1,True,12524,Benzene,-2.21,0.7999999999999998,0.6399999999999997
CCCN,Clc1ccccc1,,-3.59,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCN,Clc1ccccc1,CCCN.Clc1ccccc1,True,9922,ChloroBenzene,-4.39,0.7999999999999998,0.6399999999999997
CC(C)C(C)C(C)C,C1=CC=C(C=C1)Br,,-4.64,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=33985)'],CC(C)C(C)C(C)C,Brc1ccccc1,CC(C)C(C)C(C)C.Brc1ccccc1,True,3593,BromoBenzene,-3.84,0.7999999999999998,0.6399999999999997
CCN(CC)CC,c1ccccc1C#N,,-4.05,10.1016/j.cej.2021.129307,"['Abraham Paper (A26)', 'CompSol Binary (entry number=33905)']",CCN(CC)CC,N#Cc1ccccc1,CCN(CC)CC.N#Cc1ccccc1,True,10456,BenzoNitrile,-4.85,0.7999999999999998,0.6399999999999997
c1ccc2cc(ccc2c1)N,O,,-7.47,10.1016/j.cej.2021.129307,['FreeSolv (entry number=558)'],Nc1ccc2ccccc2c1,O,Nc1ccc2ccccc2c1.O,True,18297,Water,-6.67,0.7999999999999998,0.6399999999999997
CC(C)(C)Cl,ClC(Cl)(Cl)Cl,,-3.66,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CC(C)(C)Cl,ClC(Cl)(Cl)Cl,CC(C)(C)Cl.ClC(Cl)(Cl)Cl,True,3190,CarbonTetraChloride,-4.46,0.7999999999999998,0.6399999999999997
C[N+]([O-])=O,CCOC(C)=O,,-5.01,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.05,C[N+](=O)[O-],CCOC(C)=O,C[N+](=O)[O-].CCOC(C)=O,True,14371,EthylEthanoate,-5.81,0.7999999999999998,0.6399999999999997
CCCC(O)=O,CCOC(C)=O,,-7.34,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCC(=O)O,CCOC(C)=O,CCCC(=O)O.CCOC(C)=O,True,6725,EthylEthanoate,-6.54,0.7999999999999998,0.6399999999999997
FC(F)Cl,CCCCCCCCO,,-1.97,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,FC(F)Cl,CCCCCCCCO,FC(F)Cl.CCCCCCCCO,True,17009,n-Octanol,-2.77,0.8,0.6400000000000001
CCC(C)CC,CCCCCO,,-3.33,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCC(C)CC,CCCCCO,CCC(C)CC.CCCCCO,True,6157,1-Pentanol,-2.53,0.8000000000000003,0.6400000000000005
c1ccccc1,CCCCCCCCCC,,-3.89,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.09,c1ccccc1,CCCCCCCCCC,c1ccccc1.CCCCCCCCCC,True,23436,n-Decane,-4.69,0.8000000000000003,0.6400000000000005
Fc1ccccc1,CCCCCCCCCC,,-3.48,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Fc1ccccc1,CCCCCCCCCC,Fc1ccccc1.CCCCCCCCCC,True,17140,n-Decane,-4.28,0.8000000000000003,0.6400000000000005
CCC[N+]([O-])=O,O,,-3.36,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CCC[N+](=O)[O-],O,CCC[N+](=O)[O-].O,True,10216,Water,-4.16,0.8000000000000003,0.6400000000000005
C1=CC(=CC=C1CCl)[N+](=O)[O-],OCC(C)C,,-8.25,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=[N+]([O-])c1ccc(CCl)cc1,CC(C)CO,O=[N+]([O-])c1ccc(CCl)cc1.CC(C)CO,True,21316,2-Methyl-1-Propanol,-9.05,0.8000000000000007,0.6400000000000011
CCCCCCCCCCC,C(=O)N(C)C,,-5.57,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCCCCCCCCCC,CN(C)C=O,CCCCCCCCCCC.CN(C)C=O,True,8512,"n,n-DiMethylFormamide",-4.77,0.8000000000000007,0.6400000000000011
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,CC(=O)C,,-12.71,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",c1cc2ccc3cccc4ccc(c1)c2c34,CC(C)=O,c1cc2ccc3cccc4ccc(c1)c2c34.CC(C)=O,True,22758,Acetone,-11.91,0.8000000000000007,0.6400000000000011
CCCCCCCCCCCCCCCCCCCCCCCC,ClCCl,,-16.0,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CCCCCCCCCCCCCCCCCCCCCCCC,ClCCl,CCCCCCCCCCCCCCCCCCCCCCCC.ClCCl,True,8716,Dichloromethane,-15.2,0.8000000000000007,0.6400000000000011
CN(C)C(=O)Nc1ccc(Cl)cc1,CC(C)(C)CC(C)C,,-9.58,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],CN(C)C(=O)Nc1ccc(Cl)cc1,CC(C)CC(C)(C)C,CN(C)C(=O)Nc1ccc(Cl)cc1.CC(C)CC(C)(C)C,True,11982,"2,2,4-TriMethylPentane",-10.38,0.8000000000000007,0.6400000000000011
CCCCCO,OCC(C)C,,-6.85,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CCCCCO,CC(C)CO,CCCCCO.CC(C)CO,True,9243,2-Methyl-1-Propanol,-7.65,0.8000000000000007,0.6400000000000011
C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2,CCOCC,,-13.66,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=S(=O)(c1ccccc1)c1ccccc1,CCOCC,O=S(=O)(c1ccccc1)c1ccccc1.CCOCC,True,21086,DiethylEther,-12.86,0.8000000000000007,0.6400000000000011
Oc1ccccc1,CCc1ccccc1,,-6.82,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Oc1ccccc1,CCc1ccccc1,Oc1ccccc1.CCc1ccccc1,True,22356,EthylBenzene,-6.02,0.8000000000000007,0.6400000000000011
CCCCCC(O)=O,[O-][N+](=O)c1ccccc1,,-7.26,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCC(=O)O,O=[N+]([O-])c1ccccc1,CCCCCC(=O)O.O=[N+]([O-])c1ccccc1,True,7609,NitroBenzene,-8.06,0.8000000000000007,0.6400000000000011
C1=CC=C(C=C1)C=CC2=CC=CC=C2,c1cccc(C)c1C,,-11.27,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C(=Cc1ccccc1)c1ccccc1,Cc1ccccc1C,C(=Cc1ccccc1)c1ccccc1.Cc1ccccc1C,True,333,o-Xylene,-10.46,0.8099999999999987,0.6560999999999979
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(=O)OCC,,-13.54,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCOC(C)=O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCOC(C)=O,True,11736,EthylEthanoate,-12.73,0.8099999999999987,0.6560999999999979
C1=CC=C(C(=C1)C(=O)N)O,CCCCCO,,-12.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",NC(=O)c1ccccc1O,CCCCCO,NC(=O)c1ccccc1O.CCCCCO,True,17626,1-Pentanol,-11.22,0.8099999999999987,0.6560999999999979
[nH]1cccc1,CCCCCCCCO,,-5.28,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,c1cc[nH]c1,CCCCCCCCO,c1cc[nH]c1.CCCCCCCCO,True,22818,n-Octanol,-6.09,0.8099999999999996,0.6560999999999994
C1=CC(=CC=C1O)Cl,CCCCCCCC,,-6.88,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Oc1ccc(Cl)cc1,CCCCCCCC,Oc1ccc(Cl)cc1.CCCCCCCC,True,22225,n-Octane,-6.07,0.8099999999999996,0.6560999999999994
C1=CC=C2C=C(C=CC2=C1)O,O,,-8.12,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)', 'FreeSolv (entry number=43)']",Oc1ccc2ccccc2c1,O,Oc1ccc2ccccc2c1.O,True,22285,Water,-7.31,0.8099999999999996,0.6560999999999994
