solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,DGsolv_qm,AE,SE
C(Cl)(Cl)Cl,CCCCCN(CCCCC)CCCCC,,-3.82,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=51261)'],ClC(Cl)Cl,CCCCCN(CCCCC)CCCCC,ClC(Cl)Cl.CCCCCN(CCCCC)CCCCC,True,15982,-3.16258526,0.6574147399999997,0.4321941403692672
C(Cl)(Cl)Cl,C(=O)N(CCCC)CCCC,,-4.83,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClC(Cl)Cl,CCCCN(C=O)CCCC,ClC(Cl)Cl.CCCCN(C=O)CCCC,True,15984,-4.45055575,0.3794442499999997,0.1439779388580623
C(Cl)(Cl)Cl,CCCCN(CCCC)CCCC,,-3.69,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=49975)'],ClC(Cl)Cl,CCCCN(CCCC)CCCC,ClC(Cl)Cl.CCCCN(CCCC)CCCC,True,15985,-3.22904481,0.46095518999999996,0.21247968718793606
C(Cl)(Cl)Cl,CCCCOCCCC,,-4.16,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",ClC(Cl)Cl,CCCCOCCCC,ClC(Cl)Cl.CCCCOCCCC,True,15987,-4.00021416,0.1597858400000005,0.025531514664505765
C(Cl)(Cl)Cl,CC(=O)N(CC)CC,,-5.18,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClC(Cl)Cl,CCN(CC)C(C)=O,ClC(Cl)Cl.CCN(CC)C(C)=O,True,15988,-4.55205184,0.6279481599999999,0.3943188916473854
C(Cl)(Cl)Cl,CC(=O)OCC,,-4.61,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",ClC(Cl)Cl,CCOC(C)=O,ClC(Cl)Cl.CCOC(C)=O,True,15993,-4.61452861,0.004528609999999489,2.050830853209537e-05
C(Cl)(Cl)Cl,CNC(=O)C,,-4.57,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClC(Cl)Cl,CNC(C)=O,ClC(Cl)Cl.CNC(C)=O,True,15996,-4.14695614,0.42304385999999994,0.17896610748369954
C(Cl)(Cl)Cl,CS(=O)C,,-4.72,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=57215)'],ClC(Cl)Cl,CS(C)=O,ClC(Cl)Cl.CS(C)=O,True,16000,-4.1618117,0.5581882999999994,0.3115741782568893
ClC(Cl)Cl,ClC(Cl)Cl,,-4.16,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.03,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl.ClC(Cl)Cl,True,16002,-4.17577615,0.015776149999999767,0.00024888690882249266
C(Cl)(Cl)Cl,ClCCCl,,-4.17,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)']",ClC(Cl)Cl,ClCCCl,ClC(Cl)Cl.ClCCCl,True,16003,-3.97176305,0.19823695000000008,0.03929788834530253
C(Cl)(Cl)Cl,NC=O,,-2.91,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=41259)', 'CompSol Binary (entry number=41260)']",ClC(Cl)Cl,NC=O,ClC(Cl)Cl.NC=O,True,16004,-3.37804065,0.46804064999999984,0.21906205005242235
C(=C(Cl)Cl)Cl,CC(=O)N(C)C,,-4.8,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClC=C(Cl)Cl,CC(=O)N(C)C,ClC=C(Cl)Cl.CC(=O)N(C)C,True,16045,-4.32081796,0.47918203999999953,0.22961542745856114
ClC=C(Cl)Cl,CCCCCCCCCCC,,-3.87,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,ClC=C(Cl)Cl,CCCCCCCCCCC,ClC=C(Cl)Cl.CCCCCCCCCCC,True,16048,-3.84749237,0.022507630000000223,0.00050659340821691
C(=C(Cl)Cl)Cl,CNC(=O)C,,-4.35,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClC=C(Cl)Cl,CNC(C)=O,ClC=C(Cl)Cl.CNC(C)=O,True,16052,-3.86500946,0.48499053999999964,0.23521582388949125
ClC=CCl,CC(=O)OC,,-3.98,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",ClC=CCl,COC(C)=O,ClC=CCl.COC(C)=O,True,16056,-4.33441854,0.3544185399999997,0.12561250149573142
C(Cl)Br,ClC(Cl)(Cl)Cl,,-3.93,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=57790)']",ClCBr,ClC(Cl)(Cl)Cl,ClCBr.ClC(Cl)(Cl)Cl,True,16060,-3.86951809,0.06048191000000003,0.0036580614372481034
C(Cl)Br,C1=CC=CC=C1,,-4.32,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=32703)', 'CompSol Binary (entry number=32704)', 'CompSol Binary (entry number=32705)', 'CompSol Binary (entry number=32706)', 'CompSol Binary (entry number=32707)', 'CompSol Binary (entry number=32708)', 'CompSol Binary (entry number=32709)', 'CompSol Binary (entry number=32710)', 'CompSol Binary (entry number=32711)']",ClCBr,c1ccccc1,ClCBr.c1ccccc1,True,16063,-4.28876491,0.03123509000000002,0.0009756308473081013
ClCC(Cl)(Cl)Cl,O,,-1.29,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.14,ClCC(Cl)(Cl)Cl,O,ClCC(Cl)(Cl)Cl.O,True,16068,-1.52158726,0.23158725999999996,0.05363265899430758
C(C(Cl)Cl)Cl,ClC(Cl)Cl,,-5.28,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],ClCC(Cl)Cl,ClC(Cl)Cl,ClCC(Cl)Cl.ClC(Cl)Cl,True,16074,-5.28033183,0.0003318299999994778,1.1011114889965345e-07
ClCCBr,O,,-1.95,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,ClCCBr,O,ClCCBr.O,True,16083,-2.14894533,0.19894533000000014,0.03957924432880896
C(CCCl)CCl,CC(=O)C,,-6.56,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",ClCCCCCl,CC(C)=O,ClCCCCCl.CC(C)=O,True,16087,-6.4020296,0.15797039999999996,0.024954647276159987
C(CCl)CCl,CC(=O)C,,-5.63,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",ClCCCCl,CC(C)=O,ClCCCCl.CC(C)=O,True,16091,-5.67665432,0.04665432000000003,0.0021766255746624025
C(CCl)CCl,O,,-1.89,10.1016/j.cej.2021.129307,"['Abraham Paper (A4)', 'FreeSolv (entry number=476)', 'CompSol Binary (entry number=62504)']",ClCCCCl,O,ClCCCCl.O,True,16096,-2.07551801,0.18551801000000023,0.034416932034360186
C(CCl)Cl,O1CCCC1,,-5.01,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],ClCCCl,C1CCOC1,ClCCCl.C1CCOC1,True,16099,-4.87657708,0.1334229200000001,0.01780167558132643
C(CCl)Cl,CC(=O)N(C)C,,-5.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClCCCl,CC(=O)N(C)C,ClCCCl.CC(=O)N(C)C,True,16102,-5.03048281,0.02048280999999985,0.00041954550549609394
C(CCl)Cl,CC(C)OC(C)C,,-3.88,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],ClCCCl,CC(C)OC(C)C,ClCCCl.CC(C)OC(C)C,True,16104,-4.34991258,0.4699125799999999,0.2208178328422563
C(CCl)Cl,CCO,,-4.03,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=38979)'],ClCCCl,CCO,ClCCCl.CCO,True,16119,-4.20743452,0.17743451999999937,0.03148300888763018
C(CCl)Cl,CCOCC,,-4.45,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],ClCCCl,CCOCC,ClCCCl.CCOCC,True,16121,-4.58572681,0.13572680999999953,0.018421766952775972
C(CCl)Cl,COC(=O)OC,,-4.73,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=34677)', 'CompSol Binary (entry number=34678)', 'CompSol Binary (entry number=34679)']",ClCCCl,COC(=O)OC,ClCCCl.COC(=O)OC,True,16123,-4.87387542,0.14387541999999964,0.0207001364801763
C(CCl)Cl,CC(C)(C)OC,,-4.35,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],ClCCCl,COC(C)(C)C,ClCCCl.COC(C)(C)C,True,16124,-4.49831467,0.14831467000000043,0.021997241337209025
C(CCl)Cl,c1cc(C)ccc1C,,-4.41,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],ClCCCl,Cc1ccc(C)cc1,ClCCCl.Cc1ccc(C)cc1,True,16125,-4.16276801,0.2472319900000004,0.0611236568793603
C(CCl)Cl,C1=CC=CC=C1,,-4.68,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=32181)', 'CompSol Binary (entry number=32182)']",ClCCCl,c1ccccc1,ClCCCl.c1ccccc1,True,16135,-4.45729829,0.22270170999999994,0.04959605163692407
ClCCSCCCl,O,,-3.92,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,ClCCSCCCl,O,ClCCSCCCl.O,True,16148,-4.12992372,0.20992371999999992,0.04406796821863837
C(Cl)Cl,O1CCCC1,,-4.27,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],ClCCl,C1CCOC1,ClCCl.C1CCOC1,True,16149,-4.05046349,0.2195365099999993,0.04819627922297979
C(Cl)Cl,CC#N,,-3.99,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31499)'],ClCCl,CC#N,ClCCl.CC#N,True,16152,-4.06316644,0.07316643999999961,0.005353327942273543
C(Cl)Cl,CCCCC,,-3.09,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=55130)'],ClCCl,CCCCC,ClCCl.CCCCC,True,16158,-2.91108197,0.17891802999999973,0.032011661459080805
C(Cl)Cl,CCCCCCC,,-2.91,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],ClCCl,CCCCCCC,ClCCl.CCCCCCC,True,16159,-2.80565204,0.10434796000000013,0.010888496756161627
C(Cl)Cl,CCCCCCCCCCCCO,,-2.91,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=10132)'],ClCCl,CCCCCCCCCCCCO,ClCCl.CCCCCCCCCCCCO,True,16165,-3.02362323,0.11362322999999996,0.012910238395632892
C(Cl)Cl,CCCCCCCCN(CCCCCCCC)CCCCCCCC,,-2.82,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=51201)'],ClCCl,CCCCCCCCN(CCCCCCCC)CCCCCCCC,ClCCl.CCCCCCCCN(CCCCCCCC)CCCCCCCC,True,16166,-2.54384298,0.27615701999999986,0.07626269969528032
ClCCl,CCCCCCCCO,,-3.075,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,ClCCl,CCCCCCCCO,ClCCl.CCCCCCCCO,True,16167,-3.19571627,0.12071626999999996,0.01457241784271289
C(Cl)Cl,ClCCCC,,-3.55,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],ClCCl,CCCCCl,ClCCl.CCCCCl,True,16170,-3.57799982,0.02799982000000023,0.0007839899200324129
C(Cl)Cl,C(=O)N(CCCC)CCCC,,-3.92,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClCCl,CCCCN(C=O)CCCC,ClCCl.CCCCN(C=O)CCCC,True,16171,-3.84033764,0.07966235999999993,0.006346091600769589
C(Cl)Cl,CCCCN(CCCC)CCCC,,-2.87,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=49952)'],ClCCl,CCCCN(CCCC)CCCC,ClCCl.CCCCN(CCCC)CCCC,True,16172,-2.51965223,0.35034776999999995,0.12274355994397286
C(Cl)Cl,CCCCOCCCC,,-3.21,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",ClCCl,CCCCOCCCC,ClCCl.CCCCOCCCC,True,16175,-3.29943916,0.08943915999999996,0.007999363341505594
C(Cl)Cl,CC(=O)N(CC)CC,,-4.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClCCl,CCN(CC)C(C)=O,ClCCl.CCN(CC)C(C)=O,True,16177,-4.00664817,0.2733518300000002,0.07472122296434901
C(Cl)Cl,CCNC(=O)C,,-3.72,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClCCl,CCNC(C)=O,ClCCl.CCNC(C)=O,True,16179,-3.87738039,0.1573803899999997,0.024768587156552006
C(Cl)Cl,CC(=O)OCC,,-4.04,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",ClCCl,CCOC(C)=O,ClCCl.CCOC(C)=O,True,16183,-4.13251391,0.09251391000000009,0.008558823543488116
C(Cl)Cl,CN1CCCC1=O,,-4.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClCCl,CN1CCCC1=O,ClCCl.CN1CCCC1=O,True,16185,-4.31663341,0.08663340999999924,0.007505347728227969
C(Cl)Cl,CN1CCCCC1=O,,-4.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClCCl,CN1CCCCC1=O,ClCCl.CN1CCCCC1=O,True,16186,-4.23181725,0.21818275000000042,0.047603712397562684
C(Cl)Cl,CNC(=O)C,,-3.74,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",ClCCl,CNC(C)=O,ClCCl.CNC(C)=O,True,16187,-3.78007396,0.040073959999999964,0.0016059222700815971
C(Cl)Cl,CC(=O)OC,,-4.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",ClCCl,COC(C)=O,ClCCl.COC(C)=O,True,16189,-4.18556685,0.1555668499999996,0.024201044818922372
C(Cl)Cl,CS(=O)C,,-4.13,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=57029)'],ClCCl,CS(C)=O,ClCCl.CS(C)=O,True,16190,-4.05151332,0.07848668000000014,0.0061601589374224225
C(Cl)Cl,c1cc(C)ccc1C,,-3.55,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],ClCCl,Cc1ccc(C)cc1,ClCCl.Cc1ccc(C)cc1,True,16191,-3.38155706,0.16844293999999982,0.02837302403584354
C(Cl)Cl,c1ccc(C)cc1C,,-3.58,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],ClCCl,Cc1cccc(C)c1,ClCCl.Cc1cccc(C)c1,True,16192,-3.38602945,0.19397054999999996,0.03762457426730249
C(Cl)Cl,ClC(Cl)Cl,,-3.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=61466)']",ClCCl,ClC(Cl)Cl,ClCCl.ClC(Cl)Cl,True,16195,-3.54568566,0.07431433999999992,0.005522621129635589
ClCCl,ClCCl,,-3.82,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,ClCCl,ClCCl,ClCCl.ClCCl,True,16197,-3.74080515,0.07919484999999993,0.006271824266522489
C(Cl)Cl,c1ccccc1Cl,,-3.53,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],ClCCl,Clc1ccccc1,ClCCl.Clc1ccccc1,True,16198,-3.45531354,0.07468645999999968,0.005578067307331552
C1=CC=C(C=C1)CCl,CC(O)(C)C,,-6.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",ClCc1ccccc1,CC(C)(C)O,ClCc1ccccc1.CC(C)(C)O,True,16211,-6.54586795,0.4758679499999996,0.2264503058372021
C1=CC=C(C=C1)CCl,CC(O)C,,-5.99,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)', 'CompSol Binary (entry number=24671)']",ClCc1ccccc1,CC(C)O,ClCc1ccccc1.CC(C)O,True,16212,-6.57664432,0.5866443199999996,0.3441515581882619
C1=CC=C(C=C1)CCl,CCO,,-6.22,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=38920)'],ClCc1ccccc1,CCO,ClCc1ccccc1.CCO,True,16215,-6.58756925,0.36756924999999985,0.13510715354556238
ClCC1=CC=CC=C1,O,,-1.88,10.1016/j.cej.2021.129307,"["" 'FreeSolv (entry number=288)'"", "" 'CompSol Binary (entry number=61824)'""]",ClCc1ccccc1,O,ClCc1ccccc1.O,True,16219,-2.62717417,0.7471741700000001,0.558269240315189
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,O1CCOCC1,,-10.76,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C1COCCO1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl.C1COCCO1,True,16241,-9.23336316,1.52663684,2.330620041245186
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,CC(C)(C)CC(C)C,,-10.04,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)CC(C)(C)C,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl.CC(C)CC(C)(C)C,True,16242,-9.82319501,0.21680498999999998,0.04700440368890009
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,CCCCCCC,,-10.24,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCCCCCC,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl.CCCCCCC,True,16247,-9.88438638,0.35561361999999974,0.12646104672950423
C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,CCCCCCCCO,,-7.57,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],Clc1cc(Cl)c(Cl)c(Cl)c1,CCCCCCCCO,Clc1cc(Cl)c(Cl)c(Cl)c1.CCCCCCCCO,True,16303,-7.6845449,0.1145448999999994,0.013120534116009861
C1=C(C=C(C=C1Cl)Cl)Cl,O,,-0.78,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'FreeSolv (entry number=537)']",Clc1cc(Cl)cc(Cl)c1,O,Clc1cc(Cl)cc(Cl)c1.O,True,16347,-1.16813388,0.38813388000000004,0.15064790880385442
c1c2c(cc(c1Cl)Cl)Oc3cc(c(cc3O2)Cl)Cl,O,,-3.37,10.1016/j.cej.2021.129307,['FreeSolv (entry number=432)'],Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,O,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2.O,True,16365,-4.13372257,0.7637225699999997,0.5832721639274043
c1ccc2c(c1)Oc3cc(c(cc3O2)Cl)Cl,O,,-3.56,10.1016/j.cej.2021.129307,['FreeSolv (entry number=60)'],Clc1cc2c(cc1Cl)Oc1ccccc1O2,O,Clc1cc2c(cc1Cl)Oc1ccccc1O2.O,True,16366,-3.6315718,0.07157180000000007,0.00512252255524001
C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl,O,,-3.6,10.1016/j.cej.2021.129307,['Abraham Paper (A25)'],Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,O,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl.O,True,16391,-4.29518689,0.69518689,0.4832848120278721
C1=CC(=CC=C1C2=CC=C(C=C2)Cl)Cl,CCCCCCCCO,,-10.71,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],Clc1ccc(-c2ccc(Cl)cc2)cc1,CCCCCCCCO,Clc1ccc(-c2ccc(Cl)cc2)cc1.CCCCCCCCO,True,16395,-10.60233054,0.10766946000000033,0.01159271261669167
C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl,CCCCCCCCO,,-10.71,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,CCCCCCCCO,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1.CCCCCCCCO,True,16397,-10.9811208,0.2711207999999985,0.07350648819263919
C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl,O,,-2.77,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)', 'Abraham Paper (A25)']",Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,O,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1.O,True,16398,-3.26440538,0.4944053799999999,0.24443667977294428
C1=CC(=CC=C1Cl)Br,OCC(C)C,,-6.51,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",Clc1ccc(Br)cc1,CC(C)CO,Clc1ccc(Br)cc1.CC(C)CO,True,16412,-6.75066841,0.2406684100000005,0.05792128357192834
C1=CC(=CC=C1Cl)Br,CC(C)(C)OC,,-7.27,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],Clc1ccc(Br)cc1,COC(C)(C)C,Clc1ccc(Br)cc1.COC(C)(C)C,True,16414,-7.4208865,0.15088650000000037,0.02276673588225011
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,O,,-4.61,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)', 'Abraham Paper (A25)', 'CompSol Binary (entry number=61888)']",Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,O,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1.O,True,16421,-4.97963694,0.36963693999999947,0.1366314674125632
C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,O,,-2.82,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)', 'Abraham Paper (A25)']",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,O,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1.O,True,16436,-3.44803539,0.62803539,0.39442845109245206
C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2)Cl)Cl)Cl,O,,-2.55,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)', 'Abraham Paper (A25)', 'Abraham Paper (A25)']",Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,O,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1.O,True,16438,-3.32515116,0.7751511600000001,0.6008593208493457
C1=CC=C(C(=C1)C2=C(C=CC(=C2)Cl)Cl)Cl,O,,-2.37,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)']",Clc1ccc(Cl)c(-c2ccccc2Cl)c1,O,Clc1ccc(Cl)c(-c2ccccc2Cl)c1.O,True,16444,-3.24383988,0.8738398799999998,0.763596135878414
C1=CC(=C(C=C1Cl)Cl)Cl,CCCCCC,,-6.98,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Clc1ccc(Cl)c(Cl)c1,CCCCCC,Clc1ccc(Cl)c(Cl)c1.CCCCCC,True,16445,-7.03230295,0.052302949999999626,0.002735598578702461
C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,CCCCCCCCO,,-7.69,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],Clc1ccc(Cl)c(Cl)c1Cl,CCCCCCCCO,Clc1ccc(Cl)c(Cl)c1Cl.CCCCCCCCO,True,16450,-7.91570819,0.22570818999999975,0.05094418703307599
Clc1ccc(Cl)cc1,CCCCCCC,,-5.81,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccc(Cl)cc1,CCCCCCC,Clc1ccc(Cl)cc1.CCCCCCC,True,16462,-6.05645013,0.24645013000000038,0.06073766657701709
Clc1ccc(Cl)cc1,ClC(Cl)Cl,,-6.32,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccc(Cl)cc1,ClC(Cl)Cl,Clc1ccc(Cl)cc1.ClC(Cl)Cl,True,16468,-6.72625952,0.4062595199999999,0.1650467975906303
c1cc2c(cc1Cl)Oc3ccc(cc3O2)Cl,O,,-3.67,10.1016/j.cej.2021.129307,['FreeSolv (entry number=233)'],Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,O,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2.O,True,16535,-3.45754438,0.21245562000000007,0.045137390469584426
C1=CC(=CC(=C1)Cl)Cl,CCCCCCCCO,,-5.63,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],Clc1cccc(Cl)c1,CCCCCCCCO,Clc1cccc(Cl)c1.CCCCCCCCO,True,16562,-5.94269151,0.3126915100000005,0.09777598042608042
C1=CC(=CC(=C1)Cl)Cl,O,,-1.05,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A8)', 'FreeSolv (entry number=256)', 'CompSol Binary (entry number=62489)', 'CompSol Binary (entry number=62503)']",Clc1cccc(Cl)c1,O,Clc1cccc(Cl)c1.O,True,16565,-1.36972802,0.3197280199999999,0.10222600677312033
C1=CC(=C(C(=C1)Cl)Cl)Cl,CCCCCC,,-6.92,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Clc1cccc(Cl)c1Cl,CCCCCC,Clc1cccc(Cl)c1Cl.CCCCCC,True,16566,-7.04037349,0.12037349000000042,0.0144897770947802
C1=CC(=C(C(=C1)Cl)Cl)Cl,CCCCCCCCO,,-7.08,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],Clc1cccc(Cl)c1Cl,CCCCCCCCO,Clc1cccc(Cl)c1Cl.CCCCCCCCO,True,16568,-7.00964565,0.07035434999999968,0.004949734563922455
C1=CC(=C(C(=C1)Cl)Cl)Cl,O,,-1.24,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)', 'Abraham Paper (A25)', 'FreeSolv (entry number=190)']",Clc1cccc(Cl)c1Cl,O,Clc1cccc(Cl)c1Cl.O,True,16570,-2.02808668,0.7880866799999999,0.6210806151934223
Clc1cccc2ccccc12,Clc1cccc2ccccc12,,-9.3,Compsol pure,solute-solvent same,Clc1cccc2ccccc12,Clc1cccc2ccccc12,Clc1cccc2ccccc12.Clc1cccc2ccccc12,True,16583,-8.41561317,0.8843868300000004,0.7821400650774496
Clc1cccc(c1Cl)c2ccccc2Cl,CCCCCCCCO,,-9.12,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccccc1-c1cccc(Cl)c1Cl,CCCCCCCCO,Clc1ccccc1-c1cccc(Cl)c1Cl.CCCCCCCCO,True,16589,-10.55937739,1.4393773900000006,2.071807270843214
Clc1cccc(c1Cl)c2ccccc2Cl,O,,-1.99,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccccc1-c1cccc(Cl)c1Cl,O,Clc1ccccc1-c1cccc(Cl)c1Cl.O,True,16590,-3.50624395,1.51624395,2.2989957159116026
Clc1ccccc1c2ccccc2Cl,O,,-2.73,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccccc1-c1ccccc1Cl,O,Clc1ccccc1-c1ccccc1Cl.O,True,16595,-3.16717171,0.4371717099999999,0.191119104024324
