solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index
C1=CC(=CC=C1C(=O)O)Cl,CC(O)CC,,-10.31,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc(Cl)cc1,CCC(C)O,O=C(O)c1ccc(Cl)cc1.CCC(C)O,True,19527
C1=CC(=CC=C1C(=O)O)Cl,CCCC(O)C,,-10.28,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc(Cl)cc1,CCCC(C)O,O=C(O)c1ccc(Cl)cc1.CCCC(C)O,True,19528
C1=CC(=CC=C1C(=O)O)Cl,CCCCCCCCCCO,,-10.06,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCCCCCCCCCO,O=C(O)c1ccc(Cl)cc1.CCCCCCCCCCO,True,19529
C1=CC(=CC=C1C(=O)O)Cl,CCCCCCCCO,,-10.15,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc(Cl)cc1,CCCCCCCCO,O=C(O)c1ccc(Cl)cc1.CCCCCCCCO,True,19530
C1=CC(=CC=C1C(=O)O)Cl,CCCCCCCO,,-10.18,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCCCCCCO,O=C(O)c1ccc(Cl)cc1.CCCCCCCO,True,19531
C1=CC(=CC=C1C(=O)O)Cl,CCCCCCO,,-10.2,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCCCCCO,O=C(O)c1ccc(Cl)cc1.CCCCCCO,True,19532
C1=CC(=CC=C1C(=O)O)Cl,CCCCCO,,-10.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCCCCO,O=C(O)c1ccc(Cl)cc1.CCCCCO,True,19533
C1=CC(=CC=C1C(=O)O)Cl,CCCCO,,-10.26,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCCCO,O=C(O)c1ccc(Cl)cc1.CCCCO,True,19534
C1=CC(=CC=C1C(=O)O)Cl,CC(=O)OCCCC,,-9.84,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",O=C(O)c1ccc(Cl)cc1,CCCCOC(C)=O,O=C(O)c1ccc(Cl)cc1.CCCCOC(C)=O,True,19535
C1=CC(=CC=C1C(=O)O)Cl,CCCCOCCO,,-10.53,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc(Cl)cc1,CCCCOCCO,O=C(O)c1ccc(Cl)cc1.CCCCOCCO,True,19536
C1=CC(=CC=C1C(=O)O)Cl,CCCO,,-10.11,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCCO,O=C(O)c1ccc(Cl)cc1.CCCO,True,19537
C1=CC(=CC=C1C(=O)O)Cl,CCCOCCO,,-10.63,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc(Cl)cc1,CCCOCCO,O=C(O)c1ccc(Cl)cc1.CCCOCCO,True,19538
C1=CC(=CC=C1C(=O)O)Cl,CCO,,-10.35,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CCO,O=C(O)c1ccc(Cl)cc1.CCO,True,19540
C1=CC(=CC=C1C(=O)O)Cl,CC(=O)OCC,,-10.11,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",O=C(O)c1ccc(Cl)cc1,CCOC(C)=O,O=C(O)c1ccc(Cl)cc1.CCOC(C)=O,True,19541
C1=CC(=CC=C1C(=O)O)Cl,CCOCCO,,-10.77,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc(Cl)cc1,CCOCCO,O=C(O)c1ccc(Cl)cc1.CCOCCO,True,19542
C1=CC(=CC=C1C(=O)O)Cl,CO,,-10.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(Cl)cc1,CO,O=C(O)c1ccc(Cl)cc1.CO,True,19543
C1=CC(=CC=C1C(=O)O)Cl,CC(=O)OC,,-10.11,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",O=C(O)c1ccc(Cl)cc1,COC(C)=O,O=C(O)c1ccc(Cl)cc1.COC(C)=O,True,19544
C1=CC(=CC=C1C(=O)O)Cl,O,,-6.55,10.1016/j.cej.2021.129307,"['Abraham Paper (A16)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A8)']",O=C(O)c1ccc(Cl)cc1,O,O=C(O)c1ccc(Cl)cc1.O,True,19546
C1=CC(=CC=C1C(=O)O)I,C(=O)N(C)C,,-13.96,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc(I)cc1,CN(C)C=O,O=C(O)c1ccc(I)cc1.CN(C)C=O,True,19558
C1=CC(=CC=C1C(=O)O)I,O,,-7.96,10.1016/j.cej.2021.129307,"['Abraham Paper (A13)', 'Abraham Paper (A16)', 'Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc(I)cc1,O,O=C(O)c1ccc(I)cc1.O,True,19560
C1=CC(=CC=C1C(=O)O)O,O1CCCC1,,-11.38,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],O=C(O)c1ccc(O)cc1,C1CCOC1,O=C(O)c1ccc(O)cc1.C1CCOC1,True,19569
C1=CC(=CC=C1C(=O)O)O,O1CCOCC1,,-11.24,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],O=C(O)c1ccc(O)cc1,C1COCCO1,O=C(O)c1ccc(O)cc1.C1COCCO1,True,19570
C1=CC(=CC=C1C(=O)O)O,CC(=O)N(C)C,,-11.8,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc(O)cc1,CC(=O)N(C)C,O=C(O)c1ccc(O)cc1.CC(=O)N(C)C,True,19571
C1=CC(=CC=C1C(=O)O)O,CC(O)(C)C,,-11.21,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc(O)cc1,CC(C)(C)O,O=C(O)c1ccc(O)cc1.CC(C)(C)O,True,19572
C1=CC(=CC=C1C(=O)O)O,CC(=O)C,,-11.51,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",O=C(O)c1ccc(O)cc1,CC(C)=O,O=C(O)c1ccc(O)cc1.CC(C)=O,True,19574
C1=CC(=CC=C1C(=O)O)O,OCC(C)C,,-11.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc(O)cc1,CC(C)CO,O=C(O)c1ccc(O)cc1.CC(C)CO,True,19575
C1=CC(=CC=C1C(=O)O)O,CC(O)C,,-11.54,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc(O)cc1,CC(C)O,O=C(O)c1ccc(O)cc1.CC(C)O,True,19576
C1=CC(=CC=C1C(=O)O)O,CC(O)CC,,-11.24,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc(O)cc1,CCC(C)O,O=C(O)c1ccc(O)cc1.CCC(C)O,True,19577
C1=CC(=CC=C1C(=O)O)O,CCCCCCCCO,,-11.02,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc(O)cc1,CCCCCCCCO,O=C(O)c1ccc(O)cc1.CCCCCCCCO,True,19578
C1=CC(=CC=C1C(=O)O)O,CCCCCCO,,-11.21,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(O)cc1,CCCCCCO,O=C(O)c1ccc(O)cc1.CCCCCCO,True,19579
C1=CC(=CC=C1C(=O)O)O,CCCCCO,,-11.31,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(O)cc1,CCCCCO,O=C(O)c1ccc(O)cc1.CCCCCO,True,19580
C1=CC(=CC=C1C(=O)O)O,CCCCO,,-11.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(O)cc1,CCCCO,O=C(O)c1ccc(O)cc1.CCCCO,True,19581
C1=CC(=CC=C1C(=O)O)O,CC(=O)OCCCC,,-10.76,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",O=C(O)c1ccc(O)cc1,CCCCOC(C)=O,O=C(O)c1ccc(O)cc1.CCCCOC(C)=O,True,19582
C1=CC(=CC=C1C(=O)O)O,CCCCOCCCC,,-10.16,10.1016/j.cej.2021.129307,['Abraham Paper (A9)'],O=C(O)c1ccc(O)cc1,CCCCOCCCC,O=C(O)c1ccc(O)cc1.CCCCOCCCC,True,19583
C1=CC(=CC=C1C(=O)O)O,CCCO,,-11.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(O)cc1,CCCO,O=C(O)c1ccc(O)cc1.CCCO,True,19584
C1=CC(=CC=C1C(=O)O)O,CCO,,-11.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc(O)cc1,CCO,O=C(O)c1ccc(O)cc1.CCO,True,19586
C1=CC(=CC=C1C(=O)O)O,CC(=O)OCC,,-11.0,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A12)', 'Abraham Paper (A3)', 'Abraham Paper (A3)']",O=C(O)c1ccc(O)cc1,CCOC(C)=O,O=C(O)c1ccc(O)cc1.CCOC(C)=O,True,19587
C1=CC(=CC=C1C(=O)O)O,CCOCC,,-10.85,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc(O)cc1,CCOCC,O=C(O)c1ccc(O)cc1.CCOCC,True,19588
C1=CC(=CC=C1C(=O)O)O,C(=O)N(C)C,,-11.83,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc(O)cc1,CN(C)C=O,O=C(O)c1ccc(O)cc1.CN(C)C=O,True,19589
C1=CC(=CC=C1C(=O)O)O,CNC=O,,-11.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc(O)cc1,CNC=O,O=C(O)c1ccc(O)cc1.CNC=O,True,19590
C1=CC(=CC=C1C(=O)O)O,O,,-9.25,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A8)', 'Abraham Paper (A9)']",O=C(O)c1ccc(O)cc1,O,O=C(O)c1ccc(O)cc1.O,True,19592
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],O1CCCC1,,-13.32,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],O=C(O)c1ccc([N+](=O)[O-])cc1,C1CCOC1,O=C(O)c1ccc([N+](=O)[O-])cc1.C1CCOC1,True,19602
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],O1CCOCC1,,-13.05,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],O=C(O)c1ccc([N+](=O)[O-])cc1,C1COCCO1,O=C(O)c1ccc([N+](=O)[O-])cc1.C1COCCO1,True,19604
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(O)(C)C,,-12.36,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CC(C)(C)O,O=C(O)c1ccc([N+](=O)[O-])cc1.CC(C)(C)O,True,19606
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],OCCC(C)C,,-11.87,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CC(C)CCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CC(C)CCO,True,19609
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],OCC(C)C,,-11.86,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CC(C)CO,O=C(O)c1ccc([N+](=O)[O-])cc1.CC(C)CO,True,19611
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(O)C,,-12.17,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CC(C)O,O=C(O)c1ccc([N+](=O)[O-])cc1.CC(C)O,True,19613
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(C)OC(C)C,,-11.3,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CC(C)OC(C)C,O=C(O)c1ccc([N+](=O)[O-])cc1.CC(C)OC(C)C,True,19615
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(C)OCCO,,-12.64,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CC(C)OCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CC(C)OCCO,True,19616
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(C)(C)OCC(C)O,,-12.57,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CC(O)COC(C)(C)C,O=C(O)c1ccc([N+](=O)[O-])cc1.CC(O)COC(C)(C)C,True,19617
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(O)CC,,-12.09,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCC(C)O,O=C(O)c1ccc([N+](=O)[O-])cc1.CCC(C)O,True,19622
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCC(O)C,,-12.0,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CCCC(C)O,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCC(C)O,True,19625
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCCCCCCCCO,,-11.74,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCCCCCCCO,True,19627
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCCCCCCO,,-11.83,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCCCCCO,True,19629
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCCCCCO,,-11.95,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCCCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCCCCO,True,19631
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCCCCO,,-12.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCCCO,True,19633
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCCCO,,-12.02,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCCO,True,19635
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(=O)OCCCCC,,-11.71,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCCOC(C)=O,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCCOC(C)=O,True,19637
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCCO,,-12.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCO,True,19639
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(=O)OCCCC,,-11.95,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCOC(C)=O,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCOC(C)=O,True,19641
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCCOCCO,,-12.5,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CCCCOCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCCOCCO,True,19643
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCO,,-12.15,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCO,True,19645
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCCOCCO,,-12.57,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CCCOCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCCOCCO,True,19646
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCO,,-12.33,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCO,True,19648
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(=O)OCC,,-12.25,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,O=C(O)c1ccc([N+](=O)[O-])cc1.CCOC(C)=O,True,19650
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCOCC,,-12.25,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CCOCC,O=C(O)c1ccc([N+](=O)[O-])cc1.CCOCC,True,19652
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CCOCCO,,-12.78,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,CCOCCO,O=C(O)c1ccc([N+](=O)[O-])cc1.CCOCCO,True,19653
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],C(=O)N(C)C,,-12.81,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CN(C)C=O,O=C(O)c1ccc([N+](=O)[O-])cc1.CN(C)C=O,True,19654
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CO,,-12.5,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1ccc([N+](=O)[O-])cc1,CO,O=C(O)c1ccc([N+](=O)[O-])cc1.CO,True,19656
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(=O)OC,,-12.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",O=C(O)c1ccc([N+](=O)[O-])cc1,COC(C)=O,O=C(O)c1ccc([N+](=O)[O-])cc1.COC(C)=O,True,19658
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC(OC)CCO,,-12.6,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1ccc([N+](=O)[O-])cc1,COC(C)CCO,O=C(O)c1ccc([N+](=O)[O-])cc1.COC(C)CCO,True,19659
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],O,,-9.44,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A5)']",O=C(O)c1ccc([N+](=O)[O-])cc1,O,O=C(O)c1ccc([N+](=O)[O-])cc1.O,True,19661
C1=CC=C2C=C(C=CC2=C1)C(=O)O,C=CCCCCCCC=C,,-9.58,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],O=C(O)c1ccc2ccccc2c1,C=CCCCCCCC=C,O=C(O)c1ccc2ccccc2c1.C=CCCCCCCC=C,True,19668
C1=CC=C2C=C(C=CC2=C1)C(=O)O,CCCCCCCCCCCCCCC=C,,-9.37,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],O=C(O)c1ccc2ccccc2c1,C=CCCCCCCCCCCCCCC,O=C(O)c1ccc2ccccc2c1.C=CCCCCCCCCCCCCCC,True,19669
C1=CC=C2C=C(C=CC2=C1)C(=O)O,O,,-8.54,10.1016/j.cej.2021.129307,"['Abraham Paper (A27)', 'Abraham Paper (A27)']",O=C(O)c1ccc2ccccc2c1,O,O=C(O)c1ccc2ccccc2c1.O,True,19671
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CC(O)C,,-13.75,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1cccc(C(=O)O)c1,CC(C)O,O=C(O)c1cccc(C(=O)O)c1.CC(C)O,True,19682
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CC(O)CC,,-13.33,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1cccc(C(=O)O)c1,CCC(C)O,O=C(O)c1cccc(C(=O)O)c1.CCC(C)O,True,19683
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CCCCCCO,,-13.18,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1cccc(C(=O)O)c1,CCCCCCO,O=C(O)c1cccc(C(=O)O)c1.CCCCCCO,True,19684
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CCCCO,,-13.51,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1cccc(C(=O)O)c1,CCCCO,O=C(O)c1cccc(C(=O)O)c1.CCCCO,True,19685
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CCCO,,-13.64,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1cccc(C(=O)O)c1,CCCO,O=C(O)c1cccc(C(=O)O)c1.CCCO,True,19686
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CC(=O)OCCC,,-12.5,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1cccc(C(=O)O)c1,CCCOC(C)=O,O=C(O)c1cccc(C(=O)O)c1.CCCOC(C)=O,True,19687
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CN1CCCC1=O,,-15.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1cccc(C(=O)O)c1,CN1CCCC1=O,O=C(O)c1cccc(C(=O)O)c1.CN1CCCC1=O,True,19688
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CO,,-14.1,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1cccc(C(=O)O)c1,CO,O=C(O)c1cccc(C(=O)O)c1.CO,True,19689
C1=CC(=CC(=C1)C(=O)O)C(=O)O,O,,-11.27,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1cccc(C(=O)O)c1,O,O=C(O)c1cccc(C(=O)O)c1.O,True,19691
C1=CC(=CC(=C1)Cl)C(=O)O,O1CCCC1,,-11.19,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],O=C(O)c1cccc(Cl)c1,C1CCOC1,O=C(O)c1cccc(Cl)c1.C1CCOC1,True,19697
C1=CC(=CC(=C1)Cl)C(=O)O,O1CCOCC1,,-10.93,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],O=C(O)c1cccc(Cl)c1,C1COCCO1,O=C(O)c1cccc(Cl)c1.C1COCCO1,True,19698
C1=CC(=CC(=C1)Cl)C(=O)O,OCCC(C)C,,-10.5,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1cccc(Cl)c1,CC(C)CCO,O=C(O)c1cccc(Cl)c1.CC(C)CCO,True,19699
C1=CC(=CC(=C1)Cl)C(=O)O,OCC(C)C,,-10.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1cccc(Cl)c1,CC(C)CO,O=C(O)c1cccc(Cl)c1.CC(C)CO,True,19700
C1=CC(=CC(=C1)Cl)C(=O)O,CC(O)C,,-10.71,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1cccc(Cl)c1,CC(C)O,O=C(O)c1cccc(Cl)c1.CC(C)O,True,19701
C1=CC(=CC(=C1)Cl)C(=O)O,CC(C)OC(C)C,,-10.08,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1cccc(Cl)c1,CC(C)OC(C)C,O=C(O)c1cccc(Cl)c1.CC(C)OC(C)C,True,19702
C1=CC(=CC(=C1)Cl)C(=O)O,CC(O)CC,,-10.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",O=C(O)c1cccc(Cl)c1,CCC(C)O,O=C(O)c1cccc(Cl)c1.CCC(C)O,True,19703
C1=CC(=CC(=C1)Cl)C(=O)O,CCCCCCCCCCO,,-10.34,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",O=C(O)c1cccc(Cl)c1,CCCCCCCCCCO,O=C(O)c1cccc(Cl)c1.CCCCCCCCCCO,True,19704
C1=CC(=CC(=C1)Cl)C(=O)O,CCCCCCCCO,,-10.44,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=C(O)c1cccc(Cl)c1,CCCCCCCCO,O=C(O)c1cccc(Cl)c1.CCCCCCCCO,True,19705
